Issuer,ISIN,currency,Moody__Rating,country,annc_date,amt,yield_issue,coupon,ROA,at,moody_21,leverage,investment_grade,sic_str,industry_sector,ROA_impute,at_impute,leverage_impute,ROA_missing,at_missing,leverage_missing,issue_dt1,mat_dt1,issue_year,duration,amt_log,at_log,greenid,country_AS,country_AU,country_AZ,country_BA,country_BE,country_BH,country_BL,country_BR,country_BS,country_BU,country_BV,country_CA,country_CB,country_CC,country_CE,country_CH,country_CI,country_CO,country_CY,country_DN,country_EA,country_EC,country_FN,country_FR,country_GA,country_GE,country_GG,country_GR,country_HK,country_HU,country_IC,country_ID,country_IM,country_IN,country_IR,country_IS,country_IT,country_JE,country_JO,country_JP,country_KU,country_KZ,country_LE,country_LI,country_LS,country_LV,country_LX,country_LY,country_MA,country_MI,country_MO,country_MT,country_MV,country_MX,country_NI,country_NO,country_NT,country_NZ,country_OM,country_PA,country_PE,country_PH,country_PL,country_PO,country_PR,country_QA,country_RU,country_SA,country_SD,country_SG,country_SK,country_SL,country_SP,country_SV,country_SW,country_SZ,country_TG,country_TH,country_TK,country_TW,country_UA,country_UE,country_UK,country_UR,country_US,country_VT,country_WG,industry_sector_Educational Services,"industry_sector_Engineering, Management, Research","industry_sector_Finance, Insurance, Real Estate",industry_sector_Investment & Holding Companies,industry_sector_Legal Services,industry_sector_Manufacturing,industry_sector_Other,industry_sector_Public Administration,industry_sector_Real Estate,industry_sector_Retail Trade,industry_sector_Services,industry_sector_Transportation & Utilities,industry_sector_Wholesale Trade,propensity_score
Entra ASA,NO0010895964,NKR,Baa1,NO,2020-10-15,74.894,1.66,1.66,9.49,70292.0,14.0,42.91173950299914,1,6512.0,Real Estate,9.49,70292.0,42.91173950299914,0,0,0,2020-10-21,2028-04-21,2020,7.504109589041096,4.3160737805053735,11.160413273314736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.11685608766234785
SpareBank 1 SMN,NO0010905490,NKR,NR,NO,2020-11-09,69.137,1.4,1.4,0.67,198755.0,,35.6586862247447,0,6000.0,"Finance, Insurance, Real Estate",0.67,198755.0,35.6586862247447,0,0,0,2020-11-17,2026-11-17,2020,6.002739726027397,4.236090043329359,12.199828189432845,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.05712357678152103
Atrium Ljungberg AB,NO0010907256,NKR,NR,SW,2020-11-16,88.36,2.39,2.39,1.95,54227.0,,54.47549989826307,0,6552.0,Real Estate,1.95,54227.0,54.47549989826307,0,0,0,2020-11-23,2027-11-23,2020,7.002739726027397,4.481419378551917,10.900934218371287,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.13051774818890371
Arendals Fossekompani ASA,NO0010945207,NKR,NR,NO,2021-03-03,58.845,2.615,2.615,1.58,6746.0,,28.419071518193224,0,4911.0,Transportation & Utilities,1.58,6746.0,28.419071518193224,0,0,0,2021-03-24,2028-03-24,2021,7.005479452054795,4.0749068683296255,8.816705015621595,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.09891782026618105
Entra ASA,NO0011011256,NKR,NR,NO,2021-05-21,119.258,1.96,1.96,,70292.0,,,0,6512.0,Real Estate,2.91,70292.0,44.79158581075836,1,0,1,2021-05-28,2025-11-28,2021,4.506849315068493,4.781289213472167,11.160413273314736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.15661855713598838
Orkla ASA,NO0011013716,NKR,NR,NO,2021-05-27,179.923,2.443,2.443,7.44,70435.0,,24.060602745720068,0,5141.0,Wholesale Trade,7.44,70435.0,24.060602745720068,0,0,0,2021-06-04,2031-06-04,2021,10.005479452054795,5.192528981589417,11.162445577694408,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.030759789561409696
Entra ASA,NO0011094625,NKR,NR,NO,2021-09-06,265.574,0.6,0.6,,70292.0,,,0,6512.0,Real Estate,2.91,70292.0,44.79158581075836,1,0,1,2021-09-10,2026-09-10,2021,5.002739726027397,5.5818935212443215,11.160413273314736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.20962508219278292
Entra ASA,NO0011094633,NKR,NR,NO,2021-09-06,132.787,1.5,1.5,,70292.0,,,0,6512.0,Real Estate,2.91,70292.0,44.79158581075836,1,0,1,2021-09-10,2026-09-10,2021,5.002739726027397,4.888746340684376,11.160413273314736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.17319877114022209
Entra ASA,NO0011094641,NKR,NR,NO,2021-09-06,161.653,2.0,2.0,,70292.0,,,0,6512.0,Real Estate,2.91,70292.0,44.79158581075836,1,0,1,2021-09-10,2029-09-10,2021,8.005479452054795,5.085452062613523,11.160413273314736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.14696718146746432
Leroy Seafood Group ASA,NO0011097339,NKR,NR,NO,2021-09-09,57.681,3.35,3.35,5.26,34152.9,,27.426194527726008,0,2092.0,Manufacturing,5.26,34152.9,27.426194527726008,0,0,0,2021-09-17,2031-09-17,2021,10.005479452054795,4.054927829858309,10.438602780866395,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.028754292825387807
Danske Bank A/S,NO0011003410,NKR,NR,DN,2021-01-20,1412.912,1.01,1.01,0.2,3935322.0,,32.64500764427362,0,6000.0,"Finance, Insurance, Real Estate",0.2,3935322.0,32.64500764427362,0,0,0,2021-05-19,2024-11-19,2021,3.506849315068493,7.253408101905771,15.185503266218934,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.09483626128388822
AP Moller-Maersk A/S,NO0010767734,NKR,Baa1,DN,2016-06-22,266.391,3.31,3.3,,470401.8,14.0,24.458839661449716,1,4412.0,Transportation & Utilities,2.94,470401.8,24.458839661449716,1,0,0,2016-06-22,2026-06-22,2016,10.005479452054795,5.5849651543117655,13.061342502089845,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.111711182365429
AP Moller-Maersk A/S,NO0010767734,NKR,Baa1,DN,2016-06-22,266.391,3.31,3.3,,470401.8,14.0,24.458839661449716,1,4412.0,Transportation & Utilities,2.94,470401.8,24.458839661449716,1,0,0,2016-06-22,2026-06-22,2016,10.005479452054795,5.5849651543117655,13.061342502089845,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.111711182365429
Sparebank 1 Ostfold Akershus,NO0010923188,NKR,NR,NO,2021-02-02,11.624,1.73,1.73,1.47,26342.0,,18.821718912047103,0,6000.0,"Finance, Insurance, Real Estate",1.47,26342.0,18.821718912047103,0,0,0,2021-02-08,2028-02-08,2021,7.002739726027397,2.453071926267982,10.178919902558992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.056149352787189556
AP Moller-Maersk A/S,NO0010767726,NKR,Baa1,DN,2016-06-22,121.087,2.86,2.85,,470401.8,14.0,24.458839661449716,1,4412.0,Transportation & Utilities,2.94,470401.8,24.458839661449716,1,0,0,2016-06-22,2023-06-22,2016,7.002739726027397,4.7965092954985975,13.061342502089845,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.13307465437453808
Fastighets AB Balder,NO0010986854,NKR,NR,SW,2021-04-23,108.384,2.86,2.86,5.08,229933.0,,60.151348525275836,0,6513.0,Real Estate,5.08,229933.0,60.151348525275836,0,0,0,2021-04-27,2028-04-27,2021,7.005479452054795,4.685680476635361,12.345543241120152,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0964896214657016
Castellum AB,XS2386175454,NKR,NR,SW,2021-09-13,115.682,2.656,2.656,8.82,177632.0,,65.02820118398358,0,6798.0,Investment & Holding Companies,8.82,177632.0,65.02820118398358,0,0,0,2021-09-15,2028-09-15,2021,7.005479452054795,4.750845047334306,12.087469273489887,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.14424571451488197
Totens Sparebank,NO0010695273,NKR,NR,NO,2013-11-19,32.819,3.32,3.32,0.45,20843.3,,42.12744742567077,0,6000.0,"Finance, Insurance, Real Estate",0.45,20843.3,42.12744742567077,0,0,0,2013-11-25,2019-02-15,2013,5.227397260273973,3.4910076159716668,9.944787832659587,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.03128917860022432
DNB Boligkreditt AS,NO0010947344,NKR,Aaa,NO,2021-03-03,129.459,2.059,2.05,,,21.0,,1,6799.0,Investment & Holding Companies,3.16,43137.5,46.791151967825336,1,1,1,2021-03-09,2033-03-09,2021,12.008219178082191,4.863364228693896,10.672147967406259,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.23281451137429535
Castellum AB,XS2386175454,NKR,NR,SW,2021-09-13,115.682,2.656,2.656,8.82,177632.0,,65.02820118398358,0,6798.0,Investment & Holding Companies,8.82,177632.0,65.02820118398358,0,0,0,2021-09-15,2028-09-15,2021,7.005479452054795,4.750845047334306,12.087469273489887,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.14424571451488197
Castellum AB,XS2386175454,NKR,NR,SW,2021-09-13,115.682,2.656,2.656,8.82,177632.0,,65.02820118398358,0,6798.0,Investment & Holding Companies,8.82,177632.0,65.02820118398358,0,0,0,2021-09-15,2028-09-15,2021,7.005479452054795,4.750845047334306,12.087469273489887,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.14424571451488197
Pohjola Pankki Oyj,XS1069616206,NKR,Aa3,FN,2014-05-27,33.63,3.8,3.8,1.01,,18.0,48.37358224183751,1,6000.0,"Finance, Insurance, Real Estate",1.01,1000244.3,48.37358224183751,0,1,0,2014-05-27,2029-05-27,2014,15.01095890410959,3.515418525752178,13.815754828127888,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.029218901384411446
National Australia Bank Ltd,AU3CB0226090,AU,Aa2,AU,2014-12-04,251.31,4.107,4.0,0.56,923015.0,19.0,23.31280650191254,1,6000.0,"Finance, Insurance, Real Estate",0.56,923015.0,23.31280650191254,0,0,0,2014-12-16,2021-12-16,2014,7.005479452054795,5.526687236833828,13.735400764707217,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.011719291600518152
ANZ Banking Group Ltd,AU3CB0230100,AU,Aa2,AU,2015-05-27,463.68,3.385,3.25,0.78,976518.0,19.0,20.187210978697806,1,6000.0,"Finance, Insurance, Real Estate",0.78,976518.0,20.187210978697806,0,0,0,2015-06-03,2020-06-03,2015,5.005479452054795,6.139194659132317,13.791748462308705,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.014887992524403051
Commonwealth Bank of Australia,AU3CB0243657,AU,NR,AU,2017-03-28,343.44,3.28,3.25,1.1,1212087.0,,26.150416095281685,0,6000.0,"Finance, Insurance, Real Estate",1.1,1212087.0,26.150416095281685,0,0,0,2017-03-31,2022-03-31,2017,5.002739726027397,5.839012423916305,14.007854225213398,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.014073731572487392
Investa Office Fund,AU3CB0243681,AU,NR,AU,2017-03-30,114.585,4.262,4.262,8.82,4451.9,,24.264313418496243,0,6798.0,Investment & Holding Companies,8.82,4451.9,24.264313418496243,0,0,0,2017-04-05,2024-04-05,2017,7.005479452054795,4.741316905661432,8.40108625032825,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.04906996777178035
Woolworths Group Ltd,AU3CB0262533,AU,Baa2,AU,2019-04-12,286.84,2.858,2.85,10.97,37865.0,13.0,12.742936705923304,1,5411.0,Retail Trade,10.97,37865.0,12.742936705923304,0,0,0,2019-04-23,2024-04-23,2019,5.005479452054795,5.658924569014374,10.541782481547923,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.004255472557659498
Lendlease Group,AU3CB0275550,AU,Baa3,AU,2020-10-20,352.3,3.425,3.4,1.37,16885.0,12.0,17.46733155590665,1,1521.0,Construction,1.37,16885.0,17.46733155590665,0,0,0,2020-10-27,2027-10-27,2020,7.002739726027397,5.864483085347192,9.734180932819669,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03000802872599996
Lendlease Group,AU3CB0278711,AU,Baa3,AU,2021-03-25,227.37,3.742,3.7,1.37,16885.0,12.0,17.46733155590665,1,1521.0,Construction,1.37,16885.0,17.46733155590665,0,0,0,2021-03-31,2031-03-31,2021,10.005479452054795,5.426578646492048,9.734180932819669,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.026735843696793497
Mercury NZ Ltd,AU3CB0284677,AU,NR,NZ,2021-11-10,146.52,2.918,2.918,,9660.0,,,0,4911.0,Transportation & Utilities,2.94,9660.0,46.736893510289406,1,0,1,2021-11-17,2028-11-17,2021,7.005479452054795,4.987161937910614,9.175748927206564,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.15611540503343999
Mitsubishi UFJ Finl Grp Inc,XS2057887353,AU,A1,JP,2019-09-25,67.5,2.078,2.078,0.27,8774820.125,17.0,23.500032157127734,1,6000.0,"Finance, Insurance, Real Estate",0.27,8774820.125,23.500032157127734,0,0,0,2019-10-01,2024-10-01,2019,5.005479452054795,4.212127597878484,15.987396828530606,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.019226924200782168
National Australia Bank Ltd,XS0939099171,AU,Aa2,AU,2013-05-23,97.41,3.975,4.125,0.62,923015.0,19.0,23.12021038795604,1,6000.0,"Finance, Insurance, Real Estate",0.62,923015.0,23.12021038795604,0,0,0,2013-06-06,2019-06-06,2013,6.002739726027397,4.578928874782864,13.735400764707217,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.011799380211780487
BOC Aviation Ltd,XS2025977427,AU,NR,CH,2019-07-04,140.38,3.188,3.15,3.87,186163.8,,72.93754861042645,0,7359.0,Services,3.87,186163.8,72.93754861042645,0,0,0,2019-07-11,2029-07-11,2019,10.008219178082191,4.944353031302275,12.134382210316186,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.014866726418322094
National Bank of Abu Dhabi,AU3CB0219392,AU,Aa3,UA,2014-03-12,359.52,4.892,4.75,1.49,1000244.3,18.0,24.698974887454572,1,6000.0,"Finance, Insurance, Real Estate",1.49,1000244.3,24.698974887454572,0,0,0,2014-03-19,2019-03-19,2014,5.002739726027397,5.884769808437019,13.815754828127888,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.014071929630403095
Fonterra Co-operative Grp Ltd,AU3CB0248474,AU,NR,NZ,2017-10-27,230.28,4.115,4.0,,16881.0,,35.8361852786268,0,2026.0,Manufacturing,5.25,16881.0,35.8361852786268,1,0,0,2017-11-02,2027-11-02,2017,10.005479452054795,5.439295959807609,9.733944008101389,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.04873348699111665
Intel Corp,AU3CB0234409,AU,A1,US,2015-11-25,398.86,4.0,4.0,11.66,168406.0,17.0,23.15344390881608,1,3674.0,Manufacturing,11.66,168406.0,23.15344390881608,0,0,0,2015-12-01,2022-12-01,2015,7.005479452054795,5.988610478125076,12.03413300960933,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.004316306177382604
